LID,ARTIST,EN_TITLE,KR_TITLE,GENRE,IS_OFFICIAL,URL
424,fromis9,love bomb,,k-pop,0.0,https://youtu.be/goYx4ru_xcY
425,celeb five,I wanna be a celeb,,k-pop,0.0,https://youtu.be/PoSjSw9t7dQ
426,day6,time of our life,한 페이지가 될 수 있게,k-pop,0.0,https://youtu.be/mNertEmMEdg
427,red velvet,sunny side up!,,k-pop,0.0,https://youtu.be/kB2jI8bjCfg
428,bol4,bom,"나만, 봄",k-pop,0.0,https://youtu.be/ceAXd-h6bDE
429,iKON,airplane,,k-pop,0.0,https://youtu.be/5_-0HF7XrhQ
430,gfriend,fever,,k-pop,0.0,https://youtu.be/NqODbKTGZVE
431,red velvet,zoo,,k-pop,0.0,https://youtu.be/VlFy8KFScFQ
432,(G)I-dle,uh-oh,,k-pop,0.0,https://youtu.be/CoUoHjknbvs
433,chung ha,snapping,,k-pop,0.0,https://youtu.be/GYasUZuYUjw
434,red velvet,zimzalabim,,k-pop,0.0,https://youtu.be/G_1gu0CkJOU
435,stray kids,side effects,부작용,k-pop,0.0,https://youtu.be/LZ_Hzal_APw
436,iKON,just for you,줄게,k-pop,0.0,https://youtu.be/UM4mmfL300A
437,somi,birthday,,k-pop,0.0,https://youtu.be/Y6fo6kxav50
438,g-dragon,heartbreaker,,k-pop,0.0,https://youtu.be/ajPIu6pdQi8
439,twice,breakthrough,,k-pop,0.0,https://youtu.be/qy2XefJ1k7I
440,2ne1,i am the best,내가 제일 잘 나가,k-pop,0.0,https://youtu.be/L1NUIuBPIfc
441,fromis_9,FUN!,,k-pop,0.0,https://youtu.be/5SKfhGcSs0k
442,Lee Hi,"1,2",한 두 번,k-pop,0.0,https://youtu.be/N-_Yn6UyB1k
443,Lee Hi,No One,누구 없소,k-pop,0.0,https://youtu.be/ZVFJAySEfLA
444,NCT 127,superhuman,,k-pop,0.0,https://youtu.be/MVbWjZ04UGQ
445,got7,eclipse,,k-pop,0.0,https://youtu.be/qbvKPsWYOtk
446,winner,ah yeah,아예,k-pop,0.0,https://youtu.be/3tZ1P8XVdOA
447,exid,me & you,,k-pop,0.0,https://youtu.be/uY9Mhk4XgcE
448,oh my girl,the fifth season,다섯번째 계절,k-pop,0.0,https://youtu.be/AxWj3_2cVG0
449,(g)i-dle,$$$,달라,k-pop,0.0,https://youtu.be/YxdnUu-6u-E
450,twice,strawberry,,k-pop,0.0,https://youtu.be/e4KBBFJXxh8
451,twice,girls like us,,k-pop,0.0,https://youtu.be/C07F2ueQ3G0
452,twice,fancy,,k-pop,0.0,https://youtu.be/Sp9s3EIEScg
453,blackpink,kick it,,k-pop,0.0,https://youtu.be/VZiUmMsM9Go
454,bts,bot with luv,작은 것들을 위한 시,k-pop,0.0,https://youtu.be/FiyBo4RjFSk
455,blackpink,don't know what to do,,k-pop,0.0,https://youtu.be/OFud40oKKNc
456,blackpink,kiill this love,,k-pop,0.0,https://youtu.be/52IRa5oWabo
457,iz*one,violeta,비올레타,k-pop,0.0,https://youtu.be/8f2if-FhTDg
458,kard,bomb bomb,,k-pop,0.0,https://youtu.be/SKGHvwTgx3M
459,stray kids,miroh,,k-pop,0.0,https://youtu.be/1xVh6DdZD6Q
460,got7,never ever,,k-pop,0.0,https://youtu.be/uq9X225NNPo
461,jisoo,flower,,k-pop,0.0,https://youtu.be/CVxb7gMxwBA
462,bts,we are bulletproof: the eternal,,k-pop,0.0,https://youtu.be/mIdGJNUzQjQ
463,gfriend,mago,,k-pop,0.0,https://youtu.be/oPxads1EDTk
464,dreamcatcher,maison,,k-pop,0.0,https://youtu.be/8Ng7nrbRI_I
465,mamamoo,where are we now,,k-pop,0.0,https://youtu.be/E-zEaMikl20
466,dreamcatcher,vision,,k-pop,0.0,https://youtu.be/xlkpR1CiLTA
467,stayc,beautiful monster,,k-pop,0.0,https://youtu.be/6ueDxbXLW5s
468,twice,talk that talk,,k-pop,0.0,https://youtu.be/5Vh7x-S3CVU
469,blackpink,ready for love,,k-pop,0.0,https://youtu.be/CNzP1pHnkg8
470,red velvet,feel my rhythm,,k-pop,0.0,https://youtu.be/BudadXkK4YU
471,bts,the truth untold,전하지 못한 진심,k-pop,0.0,https://youtu.be/-zc-kCeyWfs
472,BTS Jungkook (prod. SUGA),stay alive,,k-pop,0.0,https://youtu.be/Ldlz_mYKxLs
473,lisa,lalisa,,k-pop,0.0,https://youtu.be/iSgJM_Up-jQ
474,exo,monster,,k-pop,0.0,https://youtu.be/-n6O4YyQCeY
475,red velvet,lucky girl,,k-pop,0.0,https://youtu.be/5ZG2dgWbWdc
476,dreamcatcher,odd eye,,k-pop,0.0,https://youtu.be/kdPExI_8pDc
477,NMIXX,"Young, Dumb, Stupid ",,k-pop,0.0,https://www.youtube.com/watch?v=hZKX4sIz6g0
478,bts,blue and grey,,k-pop,0.0,https://youtu.be/dbSQMTg4cNA
479,bts,life goes on,,k-pop,0.0,https://youtu.be/KMUV4zHg-PQ
480,gfriend,time for the moon night,밤,k-pop,0.0,https://youtu.be/njy2abgNids
481,day6,shoot me,,k-pop,0.0,https://youtu.be/E1KfFyoptak
482,wendy,when this rain stops,,k-pop,0.0,https://youtu.be/0f8KdRMgxtc
483,dreamcatcher,BOCA,,k-pop,0.0,https://youtu.be/KUJR3Xdi2NY
484,dreamcatcher,red sun,,k-pop,0.0,https://youtu.be/J7zoZ4OOCuk
485,BTS,mikrokosmos,소우주,k-pop,0.0,https://youtu.be/tORxtaSoFAs
486,CLC,Black Dress,,k-pop,0.0,https://youtu.be/6RmBIbVJ_kI
487,bts,shadow (ballad ver.),,k-pop,0.0,https://youtu.be/U0fBXNid2PM
488,V of BTS,scenary,풍경,k-pop,0.0,https://youtu.be/kEgVRoqFPvA
489,EXO,obsession,,k-pop,0.0,https://youtu.be/8txUdY8fk1o
490,Red Velvet,Peek-A-Boo,피카부,k-pop,0.0,https://youtu.be/vy3lb98S6bo
491,EXID,how why,,k-pop,0.0,https://youtu.be/dxqA3QM-Y3M
492,RM of BTS,uhgood,어긋,k-pop,0.0,https://youtu.be/1g-MEd2lbgE
493,Dreamcatcher,trust me,괜찮아!,k-pop,0.0,https://youtu.be/v7duQkBz8X8
494,BTS Jungkook,Euphoria,,k-pop,0.0,https://youtu.be/2Kw_QHAhkko
495,Dreamcatcher,lullaby,,k-pop,0.0,https://youtu.be/HOgouVqRVw8
496,ive,kitsch,,k-pop,0.0,https://youtu.be/W9y0hbZ7Cag
497,Lee Hi,breathe,이하이,k-pop,0.0,https://youtu.be/Y7e9ydYhJFs
498,iKON,killing me,죽겠다,k-pop,0.0,https://youtu.be/nCV_Yn51c8Q
499,EXO,Tempo,템포,k-pop,0.0,https://youtu.be/vOgNRb4Yt_s
500,VIXX,scentist,향,k-pop,0.0,https://youtu.be/EjQxb_Hwo0M
501,monsta X,jealousy,,k-pop,0.0,https://youtu.be/kws5laCm9xA
502,ive,i am,,k-pop,0.0,https://youtu.be/0-dK47SfA5Q
503,Dreamcatcher,full moon,,k-pop,0.0,https://youtu.be/MLQEbm9m5n0
504,TWICE,Wallflower,,k-pop,0.0,https://www.youtube.com/watch?v=1ashMf-33ho
505,Dreamcatcher,fly high,,k-pop,0.0,https://youtu.be/D4St9HVxK7A
506,RM&V of BTS,4 O'CLOCK,,k-pop,0.0,https://youtu.be/PbYh4mYUZK0
507,seventeen,don't wanna cry,,k-pop,0.0,https://youtu.be/hw43jkk97NQ
508,red velvet,ice cream cake,,k-pop,0.0,https://youtu.be/okTraM_G2lU
509,new jeans,hype boy,,k-pop,0.0,https://youtu.be/3MEijmBa1nw
510,new jeans,attention,,k-pop,0.0,https://youtu.be/dtH8mEqJmFw
511,new jeans,ditto,,k-pop,0.0,https://youtu.be/p6fiCEIt3yo
512,ive,love dive,,k-pop,0.0,https://youtu.be/bdgzTEsanW8
513,le sserafim,antifragile,,k-pop,0.0,https://youtu.be/LPNuFyqDfk0
514,txt,sugar rush ride,,k-pop,0.0,https://youtu.be/UKG53GQf_Sg
515,everglow,bon bon chocolat,봉봉쇼콜라,k-pop,0.0,https://youtu.be/WWj5J0327II
516,(g)i-dle,tomboy,,k-pop,0.0,https://youtu.be/LmWdJ5IWlh4
517,le sserafim,fearless,,k-pop,0.0,https://youtu.be/MMYpIa2sZXk
518,itzy,cheshire,,k-pop,0.0,https://youtu.be/RLeHLgTpYls
519,aespa,dreams come true,,k-pop,0.0,https://youtu.be/u7eSTb7jdDw
520,jeon somi,xoxo,,k-pop,0.0,https://youtu.be/PMi-Bj8z5KY
521,iz*one,panorama,,k-pop,0.0,https://youtu.be/eG7owYZaZLg
522,everglow,pirate,,k-pop,0.0,https://youtu.be/lAl6ynx_FjI
523,kep1er,up!,,k-pop,0.0,https://youtu.be/c65NE1cxI5g
524,ive,after like,,k-pop,0.0,https://youtu.be/t6qgvEitdak
525,blackpink,shut down,,k-pop,0.0,https://youtu.be/JhnWVTmZtis
526,(g)i-dle,hann,한,k-pop,0.0,https://youtu.be/RTEuaY3N4vU
527,the boyz,no air,,k-pop,0.0,https://youtu.be/t9wdJ9ven50
528,somi,outta my head,,k-pop,0.0,https://youtu.be/sLbudOGIqo0
529,seulgi,28 reasons,,k-pop,0.0,https://youtu.be/sbxITEa0tSo
530,class:y,zealous,,k-pop,0.0,https://youtu.be/bY823-GbcbI
531,cravity,party rock,,k-pop,0.0,https://youtu.be/iCTYJVPSe78
532,park jihoon,nitro,,k-pop,0.0,https://youtu.be/SURpDK4q6N0
533,chen,last scene,사라지고있어,k-pop,0.0,https://youtu.be/KSIh0ukNLNo
534,red velvet,bye bye,,k-pop,0.0,https://youtu.be/74ZHgLDL5_0
535,kara,when I move,,k-pop,0.0,https://youtu.be/G36NeoWVRCc
536,highlight,alone,,k-pop,0.0,https://youtu.be/VRZIbXt9S6A
537,wei,spray,,k-pop,0.0,https://youtu.be/h0UWGnc_NUQ
538,p1harmony,back down,,k-pop,0.0,https://youtu.be/R3oFPOe98kw
539,victon,virus,,k-pop,0.0,https://youtu.be/iXr5P4ndS9Y
540,red velvet,birthday,,k-pop,0.0,https://youtu.be/RcNEKwl_NRc
541,treasure,hello,,k-pop,0.0,https://youtu.be/gNhgSzzAm7w
542,irris,wanna know,,k-pop,0.0,https://youtu.be/TRaU4sQvxC4
543,lapillus,gratata,,k-pop,0.0,https://youtu.be/Isy18XJR8p0
544,p1harmony,doom du doom,,k-pop,0.0,https://youtu.be/s7Tp7XTpfIg
545,pink fantasy,기괴한 이야기 : Get Out,,k-pop,0.0,https://youtu.be/6cwRUt7rVyk
546,stray kids,case 143,,k-pop,0.0,https://youtu.be/ASALQK17-kk
547,nct 127,2 baddies,질주,k-pop,0.0,https://youtu.be/Ghd-0eCu314
548,ITZY,Snowy,,k-pop,0.0,https://www.youtube.com/watch?v=0vGhZMdfITo
549,drippin,zero,,k-pop,0.0,https://youtu.be/ufsO-yVz7lU
550,hyuna,nabillera,,k-pop,0.0,https://youtu.be/Jrj7JiOqtlI
551,pink fantasy,Tales of the Unusual,기기괴괴,k-pop,0.0,https://youtu.be/55W36gQy8cc
552,mcnd,#mood,,k-pop,0.0,https://youtu.be/61ilUPiZNEk
553,aespa,girls,,k-pop,0.0,https://youtu.be/UfDr0zhS3Lw
554,lapillus,hit ya!,,k-pop,0.0,https://youtu.be/9vkSfQ4MFJ0
555,super junior,mango,,k-pop,0.0,https://youtu.be/r7l-cG8FE7g
556,jessi,who dat b,,k-pop,0.0,https://youtu.be/iE3rBlrdrRE
557,jessi,down,,k-pop,0.0,https://youtu.be/8nqaxids1is
558,chungha,sparkling,,k-pop,0.0,https://youtu.be/H238-4ntwGw
559,ab6ix,sugarcoat,,k-pop,0.0,https://youtu.be/RJDGAGEWY1Q
560,enhypen,future perfect (pass the mic),,k-pop,0.0,https://youtu.be/IbCq7VgDuk0
561,nayeon,pop!,,k-pop,0.0,https://youtu.be/4XHHd_rgo40
562,super junior,don't wait,,k-pop,0.0,https://youtu.be/6BbSwD_Pmxc
563,jungkook,my you,,k-pop,0.0,https://youtu.be/QdwOe1fD-Io
564,jessi,gucci,,k-pop,0.0,https://youtu.be/flNH68ZI3hg
565,seventeen,hot,,k-pop,0.0,https://youtu.be/Gb329051dzU
566,hyolyn x youngji,waka boom (my way),,k-pop,0.0,https://youtu.be/rhg9TBXfiss
567,refund sister,don't touch me,,k-pop,0.0,https://youtu.be/re9mdyJCMDE
568,NewJeans (뉴진스),OMG,,k-pop,0.0,https://www.youtube.com/watch?v=Nk5JiN9WFRY
569,b.i. ft. devita,btbt,,k-pop,0.0,https://youtu.be/SWwndCHZ1hA
570,wonho,crazy,,k-pop,0.0,https://youtu.be/vYri3FskZ5A
571,tripleS(트리플에스),Generation,,k-pop,0.0,https://www.youtube.com/watch?v=21p8PJFcpv8
572,tnx,move,,k-pop,0.0,https://youtu.be/ORQ9lgfkG68
573,astro,candy sugar pop,,k-pop,0.0,https://youtu.be/9uhJp4U_iUw
574,astro,knock,,k-pop,0.0,https://youtu.be/BckrkpHQncE
575,astro,all night,,k-pop,0.0,https://youtu.be/KmJ5QnfFKBc
576,got7,nanana,,k-pop,0.0,https://youtu.be/4QOtjVr7hF8
577,cl,chuck,,k-pop,0.0,https://youtu.be/JYQUWyNjkEI
578,psy feat. hwasa,now,,k-pop,0.0,https://youtu.be/5PuFWzzqp5E
579,astro,crazy sexy cool,,k-pop,0.0,https://youtu.be/B3tLmB8s-pM
580,ikon,but you,,k-pop,0.0,https://youtu.be/7V6XyWDt3Tc
581,txt,good boy gone bad,,k-pop,0.0,https://youtu.be/zQ-Z6c4FuvI
582,astro,one,,k-pop,0.0,https://youtu.be/-A1uz6w3yw4
583,hyo,deep,,k-pop,0.0,https://youtu.be/Ph46w4X_Rxo
584,astro,hide & seek,,k-pop,0.0,https://youtu.be/Mf5q6HNU0eI
585,ryeowook,hiding words,,k-pop,0.0,https://youtu.be/BbuT4QKSsXQ
586,psy ft. jessi,ganji,,k-pop,0.0,https://youtu.be/7l6UgPMFmzw
587,monsta x,love,,k-pop,0.0,https://youtu.be/ndI90YjNr0Q
588,stray kids,venom,,k-pop,0.0,https://youtu.be/O-fxqfxV9Z8
589,psy ft. suga,that that,,k-pop,0.0,https://youtu.be/S6go8xzob6Y
590,verivery,undercover,,k-pop,0.0,https://youtu.be/QnfNm4t5ADE
591,solar,honey,,k-pop,0.0,https://youtu.be/m3G51tb41BE
592,j.fla,stupid story,,k-pop,0.0,https://youtu.be/qe8I4Ps-qvI
593,jessi,zoom,,k-pop,0.0,https://youtu.be/M4O7ft5XI54
594,orange caramel,catallena,,k-pop,0.0,https://youtu.be/DwzM78x0C6A
595,bigbang,still life,,k-pop,0.0,https://youtu.be/EcZJ1D620lk
596,cravity,adrenaline,,k-pop,0.0,https://youtu.be/FWzYWsko2n0
597,weeekly,ven para,,k-pop,0.0,https://youtu.be/tmJbJPZZdG8
598,btob,i'll be your man,,k-pop,0.0,https://youtu.be/5s3GJiUG5N0
599,highlight,daydream,,k-pop,0.0,https://youtu.be/GhhdO_E7RR0
600,stray kids,lonely st,,k-pop,0.0,https://youtu.be/-aMb1y35MnI
601,stayc,run2u,,k-pop,0.0,https://youtu.be/81ZH6MFma-M
602,btob,wow,,k-pop,0.0,https://youtu.be/F04f5zJ4RLU
603,btob,the song,,k-pop,0.0,https://youtu.be/JdhN5VcJtuE
604,nmixx,o.o,,k-pop,0.0,https://youtu.be/20jwfkDOYhQ
605,btob,outsider,,k-pop,0.0,https://youtu.be/UPBxLGtxIOY
606,yena,lxxk 2 u,,k-pop,0.0,https://youtu.be/j6LI1sLx-k0
607,taeyeon,invu,,k-pop,0.0,https://youtu.be/Mlvy96vameA
608,apink,Dilemma,,k-pop,0.0,https://youtu.be/FNxCm4yVvg4
609,wonho,eye on you,,k-pop,0.0,https://youtu.be/wkAXP42Vfo4
610,apink,red carpet,,k-pop,0.0,https://youtu.be/uxXxuswG3Sw
611,treasure,jikjin,,k-pop,0.0,https://youtu.be/hQpHSXKRUSQ
612,t-ara,tiki taka,,k-pop,0.0,https://youtu.be/sOCyWu945cI
613,ateez,don't stop,,k-pop,0.0,https://youtu.be/zO--YXqIo2Y
614,rocket punch,chiquita,,k-pop,0.0,https://youtu.be/3snnrc91nA4
615,drippin',villain,,k-pop,0.0,https://youtu.be/RVI5GVQl1qc
616,pentagon,feelin' like,,k-pop,0.0,https://youtu.be/5QoYZmhQeiU
617,monsta x,rush hour,,k-pop,0.0,https://youtu.be/P5HUKrPswxU
618,jessi,cold blooded,,k-pop,0.0,https://youtu.be/ttaGWilqzFc
619,cl,spicy,,k-pop,0.0,https://youtu.be/AZECnlnN4O0
620,hyo ft. bibi,second,,k-pop,0.0,https://youtu.be/lShFI2nxF1Y
621,hwasa,i'm a b,,k-pop,0.0,https://youtu.be/xea1xe2KA00
622,sunmi,you can't sit with us,,k-pop,0.0,https://youtu.be/MEfY3IM0PUM
623,secret,love is move,,k-pop,0.0,https://youtu.be/77xOIlNM9L8
624,sunmi,narcissism,,k-pop,0.0,https://youtu.be/ijL1cdObrOw
625,secret,"starlight, moonlight",,k-pop,0.0,https://youtu.be/AOBd16FEjZw
626,secret,talk that,,k-pop,0.0,https://youtu.be/IrNu53EjcMI
627,red velvet,queendom,,k-pop,0.0,https://youtu.be/vEqajZKb9fk
628,secret,poison,,k-pop,0.0,https://youtu.be/-tf7pYVIFLQ
629,exo,don't fight the feeling,,k-pop,0.0,https://youtu.be/CUqj-CpHYvU
630,secret,magic,,k-pop,0.0,https://youtu.be/RA7nYuNdgkw
631,bambam,ribbon,,k-pop,0.0,https://youtu.be/Urjie3GvKFc
632,secret,shy boy,,k-pop,0.0,https://youtu.be/rINmxQHBkT0
633,apink,dumh durum,,k-pop,0.0,https://youtu.be/VTnW21mp5Eg
634,secret,madonna,,k-pop,0.0,https://youtu.be/25p2N-1lugo
635,rain x jackson wang,magnetic,,k-pop,0.0,https://youtu.be/BAUIdt3yEz4
636,chungha,bicycle,,k-pop,0.0,https://youtu.be/h24XLICbgxE
637,monsta x,gambler,,k-pop,0.0,https://youtu.be/veDiLXfN8L8
638,cheetah x jaime,villain,,k-pop,0.0,https://youtu.be/IefYU3wW68c
639,rain x chungha,why don't we [feat. serri],,k-pop,0.0,https://youtu.be/hKoxsCQM_4I
640,highlight,not the end,,k-pop,0.0,https://youtu.be/pwSwuUadf6E
641,monsta x,love killa,,k-pop,0.0,https://youtu.be/QdBAmtocDY8
642,miss a,bad girl good girl,,k-pop,0.0,https://youtu.be/JeDt2hvRgV4
643,shinee,don't call me,,k-pop,0.0,https://youtu.be/1x-q-63TAko
644,rain x jyp,switch to me,,k-pop,0.0,https://youtu.be/vPzCJvYV0HY
645,miss a,touch,,k-pop,0.0,https://youtu.be/2HhA76HzNq8
646,taemin,criminal,,k-pop,0.0,https://youtu.be/GBQiavHrxik
647,jy park ft. sunmi,when we disco,,k-pop,0.0,https://youtu.be/JnwlF5SFhm8
648,mamamoo,aya,,k-pop,0.0,https://youtu.be/vX5WJE7I2Js
649,hwasa,maria,,k-pop,0.0,https://youtu.be/RzQev9HLFIo
650,jessie,nunu nana,,k-pop,0.0,https://youtu.be/n3ChPhBQ7fc
651,soyou,gotta go,,k-pop,0.0,https://youtu.be/0Yg4pwHrtdA
652,super junior,2ya2yao,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/02/super-junior-2ya2yao.html
653,super junior,i think i,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-i-think-i.html
654,max,chocolate,,k-pop,0.0,https://youtu.be/pz9R4aoF2iw
655,super junior,black suit,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-black-suit.html
656,super junior,ticky tocky,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/02/super-junior-ticky-tocky.html
657,hyolyn,say my name,,k-pop,0.0,https://youtu.be/WmOr46MDzDE
658,super junior,"sexy, free & single",,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-sexy-free-single.html
659,super junior,opera,,k-pop,0.0,https://www.youtube.com/watch?v=6ac__d8DwNo
660,super junior,twins (knock out),,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-twins-knock-out.html
661,super junior,bonamana,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-bonamana.html
662,super junior-m,perfection,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/super-junior-m-perfection.html
663,super junior x reik,one more time (otra vez) [feat. mathias guerreiro],,k-pop,0.0,https://youtu.be/b4AVSWcUtVI
664,astro,blue flame,,k-pop,0.0,https://youtu.be/zCYquMx93bg
665,4minute,huh (hit your heart),,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-huh-hit-your-heart.html
666,4minute,volume up,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-volume-up.html
667,4minute,what's your name?,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-whats-your-name.html
668,4minute,mirror mirror,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-mirror-mirror.html
669,4minute,muzik,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-muzik.html
670,monsta x,follow,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/12/monsta-x-follow.html
671,monsta x,alligator,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/12/monsta-x-alligator.html
672,4minute,hot issue,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-hot-issue.html
673,monsta x,dramarama,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/09/monsta-x-dramarama-english-cover.html
674,monsta x,fighter,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/09/monsta-x-fighter.html
675,monsta x,trespass,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/09/monsta-x-trespass.html
676,4minute,i my me mine,,k-pop,0.0,https://malloriemusic.blogspot.com/2020/01/4minute-i-my-me-mine.html
677,monsta x,rush hour,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/09/monsta-x-hero.html
678,hyolyn,see sea,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/09/hyolyn-see-sea.html
679,jennie,solo,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/11/jennie-solo.html
680,hyolyn,bae,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/09/hyolyn-bae.html
681,sf9,now or never,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/10/blog-post.html
682,sunmi,siren,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/09/sunmi-siren.html
683,the east light,love flutters,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/11/the-east-light-love-flutters.html
684,seungri,"2001, 2, 3",,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/seungri-1-2-3.html
685,a.c.e,take me higher,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/ace-take-me-higher.html
686,monsta x,hero,,k-pop,0.0,https://malloriemusic.blogspot.com/2019/09/monsta-x-hero_9.html
687,hyolin feat. gray,dally (feat. tip toe),,k-pop,0.0,https://youtu.be/uekskSv9Fa0
688,apink,i'm so sick,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/apink-im-so-sick.html
689,halo,o.m.g,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/halo-omg.html
690,samuel feat. ilhoon,one,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/06/samuel-feat-ilhoon-one.html
691,aoa,bingle bangle,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/aoa-bingle-bangle.html
692,seventeen,oh my!,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/07/seventeen-oh-my.html
693,cross gene,touch it,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/05/cross-gene-touch-it.html
694,got7,look,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/06/got7-look.html
695,astro,baby,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/06/astro-baby.html
696,shinee,good evening,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/06/blog-post.html
697,super junior feat. leslie grace,lo siento,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/06/super-junior-feat-leslie-grace-lo-siento.html
698,tvxq!,the chance of love,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/04/tvxq-chance-of-love.html
699,the little mermaid,Poor Unfortunate Souls,불쌍한 영혼,disney,1.0,
700,nct u,boss,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/04/nct-u-boss.html
701,pentagon,shine,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/05/written-by-mallorie-herrera-wooseok.html
702,in2it,snapshot,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/05/blog-post.html
703,sf9,o sole mio,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/02/sf9-o-sole-mio.html
704,the east light,i got you,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/02/the-east-light-i-got-you.html
705,lyn,back in time,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/02/lyn-back-in-time.html
706,taeyang,darling,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/08/taeyang-darling.html
707,bts,gogo,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/01/bts-gogo.html
708,gfriend,fingertip,,k-pop,0.0,https://malloriemusic.blogspot.com/2018/01/gfriend-fingertip.html
709,minzy,ninano [feat. flosik],,k-pop,0.0,https://malloriemusic.blogspot.com/2018/01/minzy-ninano-feat-flosik.html
710,exo,the eve,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/07/exo-eve.html
711,exo,koko bop,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/07/exo-koko-bop.html
712,hotshot,jelly,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/07/hotshot-jelly.html
713,b.a.p,wake me up,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/06/bap-wake-me-up.html
714,k.a.r.d,rumor,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/kard-rumor.html
715,k.a.r.d,oh nana,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/kard-oh-nana.html
716,seventeen,boom boom,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/seventeen-boom-boom.html
717,day6,i wait,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/day6-i-wait.html
718,vixx,shangri-la (桃源境),,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/vixx-shangri-la.html
719,ikon,bling bling,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/ikon-bling-bling.html
720,(bi) rain,the best present,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/05/bi-rain-best-present.html
721,jun.k,think about you,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/04/junk-think-about-you.html
722,vixx,fantasy,,k-pop,0.0,https://malloriemusic.blogspot.com/2017/01/vixx-fantasy.html
723,오후 2:00,promise (i’ll be),,k-pop,0.0,https://malloriemusic.blogspot.com/2017/02/2pm-promise-ill-be.html
724,sistar,i like that,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/08/sistar-i-like-that.html
725,fei,fantasy,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/08/fei-fantasy.html
726,seventeen,very nice,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/08/seventeen-very-nice.html
727,exo,lucky one,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/07/exo-lucky-one.html
728,luna,free somebody,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/07/luna-free-somebody.html
729,wonder girls,why so lonely?,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/07/wonder-girls-why-so-lonely.html
730,b.a.p,feel so good,,k-pop,0.0,https://malloriemusic.blogspot.com/2016/07/bap-feel-so-good.html
731,Death Note,Kira,,musical,1.0,
